identifier	name	participants	participatingComplex	pubMedIdentifiers
R-HSA-2029131	"clustered IgG-Ag:p-FCGRs:p-6Y-SYK:p-VAV [plasma membrane]"	uniprot:P52735|uniprot:Q9UKW4|uniprot:P15498|uniprot:Q6PIL0|uniprot:P01742|uniprot:P01814|uniprot:P01766|uniprot:P01772|uniprot:P01782|uniprot:P01817|uniprot:P01767|uniprot:P01825|uniprot:P01824|uniprot:P01780|uniprot:P01762|uniprot:P01764|uniprot:P23083|uniprot:P01763|uniprot:P01743|uniprot:P06331|uniprot:A2KUC3|uniprot:P01768|uniprot:P01861|uniprot:P01857|uniprot:P01860|uniprot:P01859|uniprot:Q5NV62|uniprot:Q5NV61|uniprot:Q5NV68|uniprot:Q5NV65|uniprot:Q5NV64|uniprot:Q5NV66|uniprot:P01701|uniprot:Q5NV67|uniprot:Q5NV80|uniprot:P01709|uniprot:P01715|uniprot:Q5NV81|uniprot:P01717|uniprot:Q5NV82|uniprot:Q5NV69|uniprot:P01700|uniprot:Q5NV75|uniprot:P01721|uniprot:P01714|uniprot:Q5NV79|uniprot:Q5NV83|uniprot:Q5NV86|uniprot:P80748|uniprot:Q5NV89|uniprot:P01703|uniprot:Q5NV92|uniprot:Q5NV90|uniprot:Q5NV84|uniprot:P04211|uniprot:Q5NV91|uniprot:Q5NV85|uniprot:Q5NV87|uniprot:P01699|uniprot:P01705|uniprot:P01718|uniprot:P01706|uniprot:P01704|uniprot:P0CF74|uniprot:P0CG04|uniprot:P0DOY2|uniprot:P0DOY3|uniprot:A0M8Q6|uniprot:P01834|uniprot:P06312|uniprot:P01619|uniprot:P01615|uniprot:P01601|uniprot:P01614|uniprot:A0A0C4DH25|uniprot:A2NXD2|uniprot:P01611|uniprot:P01593|uniprot:P06310|uniprot:P01624|uniprot:P04432|uniprot:A0A0C4DH73|uniprot:P04433|uniprot:A0A075B6S6|uniprot:P01597|uniprot:P01599|uniprot:A0A075B6P5|uniprot:P04430|uniprot:P01602|uniprot:P06315|uniprot:P01594|uniprot:A2NJV5|uniprot:P20963-1|uniprot:P09693|uniprot:P08637|uniprot:P12314|uniprot:P12318|uniprot:P43405	R-HSA-2029158|R-HSA-2029128|R-HSA-173552|R-HSA-182629|R-HSA-1591203	8809042|12670394
R-HSA-2029132	"IgG-Ag:FCGRIA:CD3G homodimer [plasma membrane]"	uniprot:Q6PIL0|uniprot:P01742|uniprot:P01814|uniprot:P01766|uniprot:P01772|uniprot:P01782|uniprot:P01817|uniprot:P01767|uniprot:P01825|uniprot:P01824|uniprot:P01780|uniprot:P01762|uniprot:P01764|uniprot:P23083|uniprot:P01763|uniprot:P01743|uniprot:P06331|uniprot:A2KUC3|uniprot:P01768|uniprot:P01861|uniprot:P01857|uniprot:P01860|uniprot:P01859|uniprot:Q5NV62|uniprot:Q5NV61|uniprot:Q5NV68|uniprot:Q5NV65|uniprot:Q5NV64|uniprot:Q5NV66|uniprot:P01701|uniprot:Q5NV67|uniprot:Q5NV80|uniprot:P01709|uniprot:P01715|uniprot:Q5NV81|uniprot:P01717|uniprot:Q5NV82|uniprot:Q5NV69|uniprot:P01700|uniprot:Q5NV75|uniprot:P01721|uniprot:P01714|uniprot:Q5NV79|uniprot:Q5NV83|uniprot:Q5NV86|uniprot:P80748|uniprot:Q5NV89|uniprot:P01703|uniprot:Q5NV92|uniprot:Q5NV90|uniprot:Q5NV84|uniprot:P04211|uniprot:Q5NV91|uniprot:Q5NV85|uniprot:Q5NV87|uniprot:P01699|uniprot:P01705|uniprot:P01718|uniprot:P01706|uniprot:P01704|uniprot:P0CF74|uniprot:P0CG04|uniprot:P0DOY2|uniprot:P0DOY3|uniprot:A0M8Q6|uniprot:P01834|uniprot:P06312|uniprot:P01619|uniprot:P01615|uniprot:P01601|uniprot:P01614|uniprot:A0A0C4DH25|uniprot:A2NXD2|uniprot:P01611|uniprot:P01593|uniprot:P06310|uniprot:P01624|uniprot:P04432|uniprot:A0A0C4DH73|uniprot:P04433|uniprot:A0A075B6S6|uniprot:P01597|uniprot:P01599|uniprot:A0A075B6P5|uniprot:P04430|uniprot:P01602|uniprot:P06315|uniprot:P01594|uniprot:A2NJV5|uniprot:P09693|uniprot:P12314	R-HSA-173552|R-HSA-182629|R-HSA-1591203|R-HSA-2029093|R-HSA-1861690	8611682|8415618|8541526|12077245|7516890|8327478|7512959|2974947
R-HSA-2029133	"clustered IgG-Ag:p-FCGRs:p-6Y-SYK:VAV [plasma membrane]"	uniprot:Q6PIL0|uniprot:P01742|uniprot:P01814|uniprot:P01766|uniprot:P01772|uniprot:P01782|uniprot:P01817|uniprot:P01767|uniprot:P01825|uniprot:P01824|uniprot:P01780|uniprot:P01762|uniprot:P01764|uniprot:P23083|uniprot:P01763|uniprot:P01743|uniprot:P06331|uniprot:A2KUC3|uniprot:P01768|uniprot:P01861|uniprot:P01857|uniprot:P01860|uniprot:P01859|uniprot:Q5NV62|uniprot:Q5NV61|uniprot:Q5NV68|uniprot:Q5NV65|uniprot:Q5NV64|uniprot:Q5NV66|uniprot:P01701|uniprot:Q5NV67|uniprot:Q5NV80|uniprot:P01709|uniprot:P01715|uniprot:Q5NV81|uniprot:P01717|uniprot:Q5NV82|uniprot:Q5NV69|uniprot:P01700|uniprot:Q5NV75|uniprot:P01721|uniprot:P01714|uniprot:Q5NV79|uniprot:Q5NV83|uniprot:Q5NV86|uniprot:P80748|uniprot:Q5NV89|uniprot:P01703|uniprot:Q5NV92|uniprot:Q5NV90|uniprot:Q5NV84|uniprot:P04211|uniprot:Q5NV91|uniprot:Q5NV85|uniprot:Q5NV87|uniprot:P01699|uniprot:P01705|uniprot:P01718|uniprot:P01706|uniprot:P01704|uniprot:P0CF74|uniprot:P0CG04|uniprot:P0DOY2|uniprot:P0DOY3|uniprot:A0M8Q6|uniprot:P01834|uniprot:P06312|uniprot:P01619|uniprot:P01615|uniprot:P01601|uniprot:P01614|uniprot:A0A0C4DH25|uniprot:A2NXD2|uniprot:P01611|uniprot:P01593|uniprot:P06310|uniprot:P01624|uniprot:P04432|uniprot:A0A0C4DH73|uniprot:P04433|uniprot:A0A075B6S6|uniprot:P01597|uniprot:P01599|uniprot:A0A075B6P5|uniprot:P04430|uniprot:P01602|uniprot:P06315|uniprot:P01594|uniprot:A2NJV5|uniprot:P20963-1|uniprot:P09693|uniprot:P08637|uniprot:P12314|uniprot:P12318|uniprot:P43405|uniprot:P52735|uniprot:P15498|uniprot:Q9UKW4|chebi:16618	R-HSA-2029158|R-HSA-2029128|R-HSA-173552|R-HSA-182629|R-HSA-1591203	8986718|16546099
R-HSA-2029134	"p-Y,S,T-WRC [cytosol]"	uniprot:Q9Y2A7|uniprot:Q9NYB9|uniprot:Q8IZP0|uniprot:Q92558|uniprot:Q9UPY6|uniprot:Q9Y6W5|uniprot:Q8WUW1|uniprot:Q96F07|uniprot:Q7L576|uniprot:P55160	-	-
R-HSA-2029135	"Dynein:Dynactin:microtubule [cytosol]"	uniprot:Q9BUF5|uniprot:Q13885|uniprot:P68371|uniprot:Q9H4B7|uniprot:Q13509|uniprot:Q9BVA1|uniprot:Q3ZCM7|uniprot:P04350|uniprot:A6NNZ2|chebi:17552|uniprot:Q9NY65|uniprot:Q9H853|uniprot:A6NHL2|uniprot:Q6PEY2|uniprot:P68363|uniprot:Q71U36|uniprot:Q9BQE3|uniprot:P0DPH7|uniprot:P0DPH8|uniprot:P68366|chebi:15996|uniprot:Q13409|uniprot:O14576|uniprot:Q14204|uniprot:Q9Y6G9|uniprot:O43237|uniprot:P63167|uniprot:Q96FJ2|uniprot:Q9UJW0|uniprot:O00399|uniprot:Q9BTE1|uniprot:Q9NZ32|uniprot:P61163|uniprot:Q96KX2|uniprot:P47756|uniprot:P47755|uniprot:P52907|uniprot:Q13561|uniprot:O75935|uniprot:Q14203	R-HSA-190599|R-HSA-2029145|R-HSA-2029144|R-HSA-2029120|R-HSA-8982312|R-HSA-8982321|R-HSA-8982345|R-HSA-8982309|R-HSA-8982311|R-HSA-8982344|R-HSA-8982328|R-HSA-8982337|R-HSA-8982336	10903204|25453831|10562278|23839779|9150144|9490716|10679020|24806965|18086915|11306556|8642258|10559986|25233431|10036229|19564404|8909537|18046453|17274799|17283181|15878873|18664496|15728195|16723730|24891604|12198549|11035033|7691276|11285137
R-HSA-2029137	"clustered IgG-Ag:p-FCGRs:p-6Y-SYK:PLCG [plasma membrane]"	uniprot:P19174|uniprot:P16885|uniprot:Q6PIL0|uniprot:P01742|uniprot:P01814|uniprot:P01766|uniprot:P01772|uniprot:P01782|uniprot:P01817|uniprot:P01767|uniprot:P01825|uniprot:P01824|uniprot:P01780|uniprot:P01762|uniprot:P01764|uniprot:P23083|uniprot:P01763|uniprot:P01743|uniprot:P06331|uniprot:A2KUC3|uniprot:P01768|uniprot:P01861|uniprot:P01857|uniprot:P01860|uniprot:P01859|uniprot:Q5NV62|uniprot:Q5NV61|uniprot:Q5NV68|uniprot:Q5NV65|uniprot:Q5NV64|uniprot:Q5NV66|uniprot:P01701|uniprot:Q5NV67|uniprot:Q5NV80|uniprot:P01709|uniprot:P01715|uniprot:Q5NV81|uniprot:P01717|uniprot:Q5NV82|uniprot:Q5NV69|uniprot:P01700|uniprot:Q5NV75|uniprot:P01721|uniprot:P01714|uniprot:Q5NV79|uniprot:Q5NV83|uniprot:Q5NV86|uniprot:P80748|uniprot:Q5NV89|uniprot:P01703|uniprot:Q5NV92|uniprot:Q5NV90|uniprot:Q5NV84|uniprot:P04211|uniprot:Q5NV91|uniprot:Q5NV85|uniprot:Q5NV87|uniprot:P01699|uniprot:P01705|uniprot:P01718|uniprot:P01706|uniprot:P01704|uniprot:P0CF74|uniprot:P0CG04|uniprot:P0DOY2|uniprot:P0DOY3|uniprot:A0M8Q6|uniprot:P01834|uniprot:P06312|uniprot:P01619|uniprot:P01615|uniprot:P01601|uniprot:P01614|uniprot:A0A0C4DH25|uniprot:A2NXD2|uniprot:P01611|uniprot:P01593|uniprot:P06310|uniprot:P01624|uniprot:P04432|uniprot:A0A0C4DH73|uniprot:P04433|uniprot:A0A075B6S6|uniprot:P01597|uniprot:P01599|uniprot:A0A075B6P5|uniprot:P04430|uniprot:P01602|uniprot:P06315|uniprot:P01594|uniprot:A2NJV5|uniprot:P20963-1|uniprot:P09693|uniprot:P08637|uniprot:P12314|uniprot:P12318|uniprot:P43405	R-HSA-2029158|R-HSA-2029128|R-HSA-173552|R-HSA-182629|R-HSA-1591203	7517665|12488490|8657103
R-HSA-2029139	"Myosin-Actin filaments [cytosol]"	chebi:456216|uniprot:P35579|uniprot:Q9Y4I1|uniprot:Q13459|uniprot:O00159|uniprot:Q9UKX2|uniprot:P63261|uniprot:P60709|chebi:30616|uniprot:Q92747|uniprot:O15511|uniprot:O15144|uniprot:P61160|uniprot:P61158|uniprot:O15143|uniprot:P59998|uniprot:O15145	R-HSA-1861699|R-HSA-1861670|R-HSA-201855|R-HSA-201854	9885284|15466916|11854399|16368530|18322649
R-HSA-2029140	"Mother filament:branching complex [cytosol]"	uniprot:P63261|uniprot:P60709|chebi:30616|uniprot:Q92747|uniprot:O15511|uniprot:O15144|uniprot:P61160|uniprot:P61158|uniprot:O15143|uniprot:P59998|uniprot:O15145|chebi:18348|chebi:15996|uniprot:P60953|uniprot:P42768|uniprot:O00401|uniprot:P16333|uniprot:Q9NZQ3|uniprot:P62993-1|uniprot:O43516|uniprot:Q8TF74|uniprot:A6NGB9|uniprot:Q9Y2A7|uniprot:Q9NYB9|uniprot:Q8IZP0|uniprot:Q92558|uniprot:Q9UPY6|uniprot:Q9Y6W5|uniprot:Q8WUW1|uniprot:Q96F07|uniprot:Q7L576|uniprot:P55160|uniprot:P63000|uniprot:Q9UQB8|chebi:16618	R-HSA-442565|R-HSA-201857|R-HSA-1861670|R-HSA-201855|R-HSA-201854	11741539|15040784|16262445|11231582|10878802|9600938|12743368|18391171|17477841|21093244|10801131
R-HSA-2029141	"CRK:DOCK180:ELMO1,ELMO2 [cytosol]"	uniprot:Q92556|uniprot:Q96JJ3|uniprot:P46108|uniprot:Q14185	-	-
R-HSA-2029144	"DHC dimer [cytosol]"	uniprot:Q14204	-	-
R-HSA-2029145	"Dynein complex [cytosol]"	uniprot:Q13409|uniprot:O14576|uniprot:Q14204|uniprot:Q9Y6G9|uniprot:O43237|uniprot:P63167|uniprot:Q96FJ2	R-HSA-2029144	18535146|10491388
R-HSA-2029146	"clustered IgG-Ag:FCGRs [plasma membrane]"	uniprot:P20963-1|uniprot:P09693|uniprot:P08637|uniprot:P12314|uniprot:P12318|uniprot:Q6PIL0|uniprot:P01742|uniprot:P01814|uniprot:P01766|uniprot:P01772|uniprot:P01782|uniprot:P01817|uniprot:P01767|uniprot:P01825|uniprot:P01824|uniprot:P01780|uniprot:P01762|uniprot:P01764|uniprot:P23083|uniprot:P01763|uniprot:P01743|uniprot:P06331|uniprot:A2KUC3|uniprot:P01768|uniprot:P01861|uniprot:P01857|uniprot:P01860|uniprot:P01859|uniprot:Q5NV62|uniprot:Q5NV61|uniprot:Q5NV68|uniprot:Q5NV65|uniprot:Q5NV64|uniprot:Q5NV66|uniprot:P01701|uniprot:Q5NV67|uniprot:Q5NV80|uniprot:P01709|uniprot:P01715|uniprot:Q5NV81|uniprot:P01717|uniprot:Q5NV82|uniprot:Q5NV69|uniprot:P01700|uniprot:Q5NV75|uniprot:P01721|uniprot:P01714|uniprot:Q5NV79|uniprot:Q5NV83|uniprot:Q5NV86|uniprot:P80748|uniprot:Q5NV89|uniprot:P01703|uniprot:Q5NV92|uniprot:Q5NV90|uniprot:Q5NV84|uniprot:P04211|uniprot:Q5NV91|uniprot:Q5NV85|uniprot:Q5NV87|uniprot:P01699|uniprot:P01705|uniprot:P01718|uniprot:P01706|uniprot:P01704|uniprot:P0CF74|uniprot:P0CG04|uniprot:P0DOY2|uniprot:P0DOY3|uniprot:A0M8Q6|uniprot:P01834|uniprot:P06312|uniprot:P01619|uniprot:P01615|uniprot:P01601|uniprot:P01614|uniprot:A0A0C4DH25|uniprot:A2NXD2|uniprot:P01611|uniprot:P01593|uniprot:P06310|uniprot:P01624|uniprot:P04432|uniprot:A0A0C4DH73|uniprot:P04433|uniprot:A0A075B6S6|uniprot:P01597|uniprot:P01599|uniprot:A0A075B6P5|uniprot:P04430|uniprot:P01602|uniprot:P06315|uniprot:P01594|uniprot:A2NJV5	R-HSA-173552|R-HSA-182629|R-HSA-1591203	-
R-HSA-2029147	"WRC:IRSp53/58:RAC1:GTP:PIP3 [plasma membrane]"	chebi:15996|uniprot:P63000|uniprot:Q9UQB8|chebi:16618|uniprot:Q9Y2A7|uniprot:Q8WUW1|uniprot:Q92558|uniprot:Q9UPY6|uniprot:Q9Y6W5|uniprot:Q96F07|uniprot:Q7L576|uniprot:Q9NYB9|uniprot:Q8IZP0|uniprot:P55160	R-HSA-442641|R-HSA-2029154	17164293|19917258|16702231|17183359|19206172|17477841|9843499|21107423
R-HSA-2029148	"p-Y,S,T-WRC:IRSp53/58:RAC1:GTP:PIP3 [cytosol]"	uniprot:Q9Y2A7|uniprot:Q9NYB9|uniprot:Q8IZP0|uniprot:Q92558|uniprot:Q9UPY6|uniprot:Q9Y6W5|uniprot:Q8WUW1|uniprot:Q96F07|uniprot:Q7L576|uniprot:P55160|chebi:15996|uniprot:P63000|uniprot:Q9UQB8|chebi:16618	R-HSA-2029134|R-HSA-442641	17202194|21419341|21107423|15657136
R-HSA-2029149	"PI3K:p-6Y-SYK [plasma membrane]"	uniprot:P27986|uniprot:O00459|uniprot:P42336|uniprot:P42338|uniprot:Q6PIL0|uniprot:P01742|uniprot:P01814|uniprot:P01766|uniprot:P01772|uniprot:P01782|uniprot:P01817|uniprot:P01767|uniprot:P01825|uniprot:P01824|uniprot:P01780|uniprot:P01762|uniprot:P01764|uniprot:P23083|uniprot:P01763|uniprot:P01743|uniprot:P06331|uniprot:A2KUC3|uniprot:P01768|uniprot:P01861|uniprot:P01857|uniprot:P01860|uniprot:P01859|uniprot:Q5NV62|uniprot:Q5NV61|uniprot:Q5NV68|uniprot:Q5NV65|uniprot:Q5NV64|uniprot:Q5NV66|uniprot:P01701|uniprot:Q5NV67|uniprot:Q5NV80|uniprot:P01709|uniprot:P01715|uniprot:Q5NV81|uniprot:P01717|uniprot:Q5NV82|uniprot:Q5NV69|uniprot:P01700|uniprot:Q5NV75|uniprot:P01721|uniprot:P01714|uniprot:Q5NV79|uniprot:Q5NV83|uniprot:Q5NV86|uniprot:P80748|uniprot:Q5NV89|uniprot:P01703|uniprot:Q5NV92|uniprot:Q5NV90|uniprot:Q5NV84|uniprot:P04211|uniprot:Q5NV91|uniprot:Q5NV85|uniprot:Q5NV87|uniprot:P01699|uniprot:P01705|uniprot:P01718|uniprot:P01706|uniprot:P01704|uniprot:P0CF74|uniprot:P0CG04|uniprot:P0DOY2|uniprot:P0DOY3|uniprot:A0M8Q6|uniprot:P01834|uniprot:P06312|uniprot:P01619|uniprot:P01615|uniprot:P01601|uniprot:P01614|uniprot:A0A0C4DH25|uniprot:A2NXD2|uniprot:P01611|uniprot:P01593|uniprot:P06310|uniprot:P01624|uniprot:P04432|uniprot:A0A0C4DH73|uniprot:P04433|uniprot:A0A075B6S6|uniprot:P01597|uniprot:P01599|uniprot:A0A075B6P5|uniprot:P04430|uniprot:P01602|uniprot:P06315|uniprot:P01594|uniprot:A2NJV5|uniprot:P20963-1|uniprot:P09693|uniprot:P08637|uniprot:P12314|uniprot:P12318|uniprot:P43405	R-HSA-74693|R-HSA-2029158|R-HSA-2029128|R-HSA-173552|R-HSA-182629|R-HSA-1591203	11425868|12488490|12869549|15536084|7925345
R-HSA-2029151	"clustered IgG-Ag:p-FCGRs [phagocytic cup]"	uniprot:Q6PIL0|uniprot:P01742|uniprot:P01814|uniprot:P01766|uniprot:P01772|uniprot:P01782|uniprot:P01817|uniprot:P01767|uniprot:P01825|uniprot:P01824|uniprot:P01780|uniprot:P01762|uniprot:P01764|uniprot:P23083|uniprot:P01763|uniprot:P01743|uniprot:P06331|uniprot:A2KUC3|uniprot:P01768|uniprot:P01861|uniprot:P01857|uniprot:P01860|uniprot:P01859|uniprot:Q5NV62|uniprot:Q5NV61|uniprot:Q5NV68|uniprot:Q5NV65|uniprot:Q5NV64|uniprot:Q5NV66|uniprot:P01701|uniprot:Q5NV67|uniprot:Q5NV80|uniprot:P01709|uniprot:P01715|uniprot:Q5NV81|uniprot:P01717|uniprot:Q5NV82|uniprot:Q5NV69|uniprot:P01700|uniprot:Q5NV75|uniprot:P01721|uniprot:P01714|uniprot:Q5NV79|uniprot:Q5NV83|uniprot:Q5NV86|uniprot:P80748|uniprot:Q5NV89|uniprot:P01703|uniprot:Q5NV92|uniprot:Q5NV90|uniprot:Q5NV84|uniprot:P04211|uniprot:Q5NV91|uniprot:Q5NV85|uniprot:Q5NV87|uniprot:P01699|uniprot:P01705|uniprot:P01718|uniprot:P01706|uniprot:P01704|uniprot:P0CF74|uniprot:P0CG04|uniprot:P0DOY2|uniprot:P0DOY3|uniprot:A0M8Q6|uniprot:P01834|uniprot:P06312|uniprot:P01619|uniprot:P01615|uniprot:P01601|uniprot:P01614|uniprot:A0A0C4DH25|uniprot:A2NXD2|uniprot:P01611|uniprot:P01593|uniprot:P06310|uniprot:P01624|uniprot:P04432|uniprot:A0A0C4DH73|uniprot:P04433|uniprot:A0A075B6S6|uniprot:P01597|uniprot:P01599|uniprot:A0A075B6P5|uniprot:P04430|uniprot:P01602|uniprot:P06315|uniprot:P01594|uniprot:A2NJV5|uniprot:P20963-1|uniprot:P09693|uniprot:P08637|uniprot:P12314|uniprot:P12318	R-HSA-173552|R-HSA-182629|R-HSA-1591203	9885284|15466916|11854399|16368530|18322649
R-HSA-2029154	"WAVE Regulatory Complex [cytosol]"	uniprot:Q9Y2A7|uniprot:Q8WUW1|uniprot:Q92558|uniprot:Q9UPY6|uniprot:Q9Y6W5|uniprot:Q96F07|uniprot:Q7L576|uniprot:Q9NYB9|uniprot:Q8IZP0|uniprot:P55160	-	-
R-HSA-2029156	"clustered IgG-Ag:p-FCGRs:p-6Y-SYK:p-3Y-PLCG [plasma membrane]"	uniprot:Q6PIL0|uniprot:P01742|uniprot:P01814|uniprot:P01766|uniprot:P01772|uniprot:P01782|uniprot:P01817|uniprot:P01767|uniprot:P01825|uniprot:P01824|uniprot:P01780|uniprot:P01762|uniprot:P01764|uniprot:P23083|uniprot:P01763|uniprot:P01743|uniprot:P06331|uniprot:A2KUC3|uniprot:P01768|uniprot:P01861|uniprot:P01857|uniprot:P01860|uniprot:P01859|uniprot:Q5NV62|uniprot:Q5NV61|uniprot:Q5NV68|uniprot:Q5NV65|uniprot:Q5NV64|uniprot:Q5NV66|uniprot:P01701|uniprot:Q5NV67|uniprot:Q5NV80|uniprot:P01709|uniprot:P01715|uniprot:Q5NV81|uniprot:P01717|uniprot:Q5NV82|uniprot:Q5NV69|uniprot:P01700|uniprot:Q5NV75|uniprot:P01721|uniprot:P01714|uniprot:Q5NV79|uniprot:Q5NV83|uniprot:Q5NV86|uniprot:P80748|uniprot:Q5NV89|uniprot:P01703|uniprot:Q5NV92|uniprot:Q5NV90|uniprot:Q5NV84|uniprot:P04211|uniprot:Q5NV91|uniprot:Q5NV85|uniprot:Q5NV87|uniprot:P01699|uniprot:P01705|uniprot:P01718|uniprot:P01706|uniprot:P01704|uniprot:P0CF74|uniprot:P0CG04|uniprot:P0DOY2|uniprot:P0DOY3|uniprot:A0M8Q6|uniprot:P01834|uniprot:P06312|uniprot:P01619|uniprot:P01615|uniprot:P01601|uniprot:P01614|uniprot:A0A0C4DH25|uniprot:A2NXD2|uniprot:P01611|uniprot:P01593|uniprot:P06310|uniprot:P01624|uniprot:P04432|uniprot:A0A0C4DH73|uniprot:P04433|uniprot:A0A075B6S6|uniprot:P01597|uniprot:P01599|uniprot:A0A075B6P5|uniprot:P04430|uniprot:P01602|uniprot:P06315|uniprot:P01594|uniprot:A2NJV5|uniprot:P20963-1|uniprot:P09693|uniprot:P08637|uniprot:P12314|uniprot:P12318|uniprot:P43405|uniprot:P19174|uniprot:P16885|chebi:16618	R-HSA-2029158|R-HSA-2029128|R-HSA-173552|R-HSA-182629|R-HSA-1591203	7517665|15161916|8657103
R-HSA-2029158	"clustered IgG-Ag:p-FCGRs:p-6Y-SYK [plasma membrane]"	uniprot:Q6PIL0|uniprot:P01742|uniprot:P01814|uniprot:P01766|uniprot:P01772|uniprot:P01782|uniprot:P01817|uniprot:P01767|uniprot:P01825|uniprot:P01824|uniprot:P01780|uniprot:P01762|uniprot:P01764|uniprot:P23083|uniprot:P01763|uniprot:P01743|uniprot:P06331|uniprot:A2KUC3|uniprot:P01768|uniprot:P01861|uniprot:P01857|uniprot:P01860|uniprot:P01859|uniprot:Q5NV62|uniprot:Q5NV61|uniprot:Q5NV68|uniprot:Q5NV65|uniprot:Q5NV64|uniprot:Q5NV66|uniprot:P01701|uniprot:Q5NV67|uniprot:Q5NV80|uniprot:P01709|uniprot:P01715|uniprot:Q5NV81|uniprot:P01717|uniprot:Q5NV82|uniprot:Q5NV69|uniprot:P01700|uniprot:Q5NV75|uniprot:P01721|uniprot:P01714|uniprot:Q5NV79|uniprot:Q5NV83|uniprot:Q5NV86|uniprot:P80748|uniprot:Q5NV89|uniprot:P01703|uniprot:Q5NV92|uniprot:Q5NV90|uniprot:Q5NV84|uniprot:P04211|uniprot:Q5NV91|uniprot:Q5NV85|uniprot:Q5NV87|uniprot:P01699|uniprot:P01705|uniprot:P01718|uniprot:P01706|uniprot:P01704|uniprot:P0CF74|uniprot:P0CG04|uniprot:P0DOY2|uniprot:P0DOY3|uniprot:A0M8Q6|uniprot:P01834|uniprot:P06312|uniprot:P01619|uniprot:P01615|uniprot:P01601|uniprot:P01614|uniprot:A0A0C4DH25|uniprot:A2NXD2|uniprot:P01611|uniprot:P01593|uniprot:P06310|uniprot:P01624|uniprot:P04432|uniprot:A0A0C4DH73|uniprot:P04433|uniprot:A0A075B6S6|uniprot:P01597|uniprot:P01599|uniprot:A0A075B6P5|uniprot:P04430|uniprot:P01602|uniprot:P06315|uniprot:P01594|uniprot:A2NJV5|uniprot:P20963-1|uniprot:P09693|uniprot:P08637|uniprot:P12314|uniprot:P12318|uniprot:P43405	R-HSA-2029128|R-HSA-173552|R-HSA-182629|R-HSA-1591203	10579907|18818202|9857068|9050880|12417718|9042338
R-HSA-2029159	"RAC1:GTP,CDC42:GTP:PAK1 [plasma membrane]"	chebi:15996|uniprot:P63000|uniprot:P60953|uniprot:Q13153	-	12189515|9705280|10496324|12488490|15548136|11804587
R-HSA-2029163	"IgG-Ag:FCGRIIIA:CD3G/CD3Z dimers [plasma membrane]"	uniprot:Q6PIL0|uniprot:P01742|uniprot:P01814|uniprot:P01766|uniprot:P01772|uniprot:P01782|uniprot:P01817|uniprot:P01767|uniprot:P01825|uniprot:P01824|uniprot:P01780|uniprot:P01762|uniprot:P01764|uniprot:P23083|uniprot:P01763|uniprot:P01743|uniprot:P06331|uniprot:A2KUC3|uniprot:P01768|uniprot:P01861|uniprot:P01857|uniprot:P01860|uniprot:P01859|uniprot:Q5NV62|uniprot:Q5NV61|uniprot:Q5NV68|uniprot:Q5NV65|uniprot:Q5NV64|uniprot:Q5NV66|uniprot:P01701|uniprot:Q5NV67|uniprot:Q5NV80|uniprot:P01709|uniprot:P01715|uniprot:Q5NV81|uniprot:P01717|uniprot:Q5NV82|uniprot:Q5NV69|uniprot:P01700|uniprot:Q5NV75|uniprot:P01721|uniprot:P01714|uniprot:Q5NV79|uniprot:Q5NV83|uniprot:Q5NV86|uniprot:P80748|uniprot:Q5NV89|uniprot:P01703|uniprot:Q5NV92|uniprot:Q5NV90|uniprot:Q5NV84|uniprot:P04211|uniprot:Q5NV91|uniprot:Q5NV85|uniprot:Q5NV87|uniprot:P01699|uniprot:P01705|uniprot:P01718|uniprot:P01706|uniprot:P01704|uniprot:P0CF74|uniprot:P0CG04|uniprot:P0DOY2|uniprot:P0DOY3|uniprot:A0M8Q6|uniprot:P01834|uniprot:P06312|uniprot:P01619|uniprot:P01615|uniprot:P01601|uniprot:P01614|uniprot:A0A0C4DH25|uniprot:A2NXD2|uniprot:P01611|uniprot:P01593|uniprot:P06310|uniprot:P01624|uniprot:P04432|uniprot:A0A0C4DH73|uniprot:P04433|uniprot:A0A075B6S6|uniprot:P01597|uniprot:P01599|uniprot:A0A075B6P5|uniprot:P04430|uniprot:P01602|uniprot:P06315|uniprot:P01594|uniprot:A2NJV5|uniprot:P20963-1|uniprot:P09693|uniprot:P08637	R-HSA-173552|R-HSA-182629|R-HSA-1591203|R-HSA-2029097	12488490|8408660|12077245|2532305|8408649|2474607|9000531|1314888
R-HSA-2029905	"Activated FGFR2 W290C mutant [plasma membrane]"	uniprot:P21802	-	-
R-HSA-2029906	"Activated FGFR2b S373C mutant [plasma membrane]"	uniprot:P21802-3	-	-
R-HSA-2029909	"Activated FGFR2b S376C mutant [plasma membrane]"	uniprot:P21802-3	-	-
R-HSA-2029911	"Activated FGFR2c S372C mutant [plasma membrane]"	uniprot:P21802-1	-	-
R-HSA-2029913	"Activated FGFR2c W290G mutant [plasma membrane]"	uniprot:P21802-1	-	-
R-HSA-2029915	"Activated FGFR2c Y375C mutant [plasma membrane]"	uniprot:P21802-1	-	-
R-HSA-2029916	"Activated overexpressed FGFR2 [plasma membrane]"	uniprot:P21802	-	-
R-HSA-2029919	"FGFR2 W290C mutant dimer [plasma membrane]"	uniprot:P21802	-	17344846|18552176|16140923
R-HSA-2029921	"FGFR2b C3 variant dimer [plasma membrane]"	uniprot:P21802-17	-	17505008
R-HSA-2029923	"FGFR2b S373C mutant dimer [plasma membrane]"	uniprot:P21802-3	-	17525745
